"","id","name","weight"
"724","21361003","B Fojtik",21
"725","21717987","Geoff Ninecow",21
"726","223519227","Sarah Steelman 2012",21
"727","243959349","ObamaClown",21
"728","26283896","shopgirl49",21
"729","264422645","Veronica Coffin",21
"730","2836421","msnbc.com",21
"731","28654816","Yes, we can!",21
"732","29465136","Mediaite",21
"733","334266844","Joseph Pace",21
"734","35779221","Raging Red",21
"735","36563018","Whitney Pitcher",21
"736","490007575","Poor Floridian ",21
"737","51268700","Mister American",21
"738","54573060","AP Courtside Seat",21
"739","567930956","Craig Bowden",21
"740","62595469","Susan Cloud",21
"741","65146567","Human Events",21
"742","7228682","Opinion Journal",21
"743","74614688","MichelleAnn",21
"744","91702501","Don",21
"745","93241358","Michael Reagan",21
"746","94249055","JLN",21
"747","102238997","Jan Crawford",20
"748","111152516","Tampa",20
"749","117509692","Gary L Bauer",20
"750","12591732","Zhivago of Tookland",20
"751","126680535","tarheeltroll",20
"752","130617778","Keith Olbermann",20
"753","14930128","Beulah Garrett",20
"754","14934964","warnerthuston",20
"755","16054602","Ric",20
"756","16259511","Ken Hand",20
"757","17477109","Terri Green",20
"758","176909116","SmallgGay",20
"759","18124830","Sara Marie Brenner",20
"760","18587457","Melissa Harris-Perry",20
"761","18856867","zerohedge",20
"762","18978610","Sally Kohn",20
"763","20369095","Matt Dawson",20
"764","20545835","Newsmax",20
"765","21268897","Josh Marshall",20
"766","217543151","Tim Scott",20
"767","22037129","Donna Cahill",20
"768","221162525","Senator Pat Toomey",20
"769","23010592","Ross .",20
"770","24733117","Jeffrey Levin",20
"771","24756899","MISHEL RUGGIERO",20
"772","258021307","Chris Jankowski",20
"773","302189702","Bailey",20
"774","31176510","John Modisett",20
"775","318044919","Joe Turner",20
"776","32927258","LibertyPatriot",20
"777","333159205","Beat Barack Obama",20
"778","34537273","Tish ",20
"779","35474809","Peggy Noonan",20
"780","354990034","Libertarianism.org",20
"781","35784576","LoriGirl",20
"782","359661415","Bethany",20
"783","367439014","Michael",20
"784","43975485","Susan Rector",20
"785","44401911","Larry Kudlow",20
"786","450224751","James R. Willis Jr.",20
"787","500368977","Orwell Force",20
"788","53487798","Mike ap John",20
"789","54769979","TIMENOUT",20
"790","62887120","Shirley Widlacki",20
"791","64009474","A. Denovir MD PhD",20
"792","68486911","PC Bob",20
"793","7214092","Ken Shepherd",20
"794","78419512","Obama for America OH",20
"795","138977055","Andrew Stiles",19
"796","140060120","David Pakman Show",19
"797","14135426","Rep. Keith Ellison",19
"798","15754281","USA TODAY",19
"799","16168407","Pj",19
"800","18461227","Conservative Outpost",19
"801","19679854","Michaele Swiderski",19
"802","19828669","Allen West",19
"803","202367059","drofdem",19
"804","2080931","Kevin Delaney",19
"805","21356559","patti",19
"806","21541548","Andrea Silver",19
"807","217512803","Chelsea Grunwald",19
"808","21874459","John Birch Society",19
"809","21964694","Ezra Grant",19
"810","242091674","Dos Mas Cervezas",19
"811","245689692","RightWingWatch MA",19
"812","25386925","Kylie Jane Kremer",19
"813","277561227","AJ ",19
"814","282366050","Nathan Erbland",19
"815","285802493","Madeleine McAulay",19
"816","302745757","weywerdSun",19
"817","3108351","Wall Street Journal",19
"818","331816614","Andrew Sullivan",19
"819","333772376","Cain2Convention",19
"820","37907293","Ginny ",19
"821","379498878","Brian ",19
"822","390520212","Clint Black",19
"823","40156330","Scott Gottlieb",19
"824","49102516","jimmylemons",19
"825","491461409","Chris Loesch",19
"826","494583213","Sandra Fluke",19
"827","56149176","Derek Hunter",19
"828","567504692","Copper Braden",19
"829","576539583","147DegreesWest",19
"830","5988062","The Economist",19
"831","6750202","Doug Welch",19
